parent_asin,product_title,strategy,sentiment,review_count,combined_reviews,summary,generation_status,generation_error
B07YCS8J8F,Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Blue),sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: If sound could come from a turd...
Text: The fit was pretty decent but the sound quality is awful. I’m trying to find the words to describe the sound but the only thing I can come up with is “sucky.” I won’t lie. I was a little swayed by the celebrity endorsements but its just further proof that if you put enough hype behind something you can get anyone to buy it. I do not recommend these at all. Major room for improvement.

Review 2
Rating: 1/5
Title: Bought Twice - Broke Twice
Text: Less than a year later and the left ear bud no longer is functional. I didn’t realize there was a 1-year warranty, so I bought another pair directly through the vendor website. Less than a month, broken. I’ll be using the 45-day guarantee for a refund, not a replacement.

Review 3
Rating: 2/5
Title: I really want to like these.
Text: While they are affordable, and I have seen them endorsed by a few people. I can’t say I like them, The sound was better than expected, and battery life was good, but I guess I have the one ear difference from everybody else because the rubber thing was either too big or too small. But that wasn’t my biggest complaint, if it was I would of gave it 5 stars across the board anyways. My problem is the Left earbud just doesn't work anymore, it started going out a week ago, and now it is completely not working.","Review 1: The fit was pretty decent but the sound quality is awful. Review 2: Less than a year later and the left ear bud no longer is functional. Review 3: The sound was better than expected, and battery life was good.",success,
B07YCS8J8F,Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Blue),sentiment_separated,neutral,3,"Review 1
Rating: 3/5
Title: Fall out of ears, make overstimulating CLICKING noise
Text: Overall very disappointed. I have seen/heard a number of sponsored ads from raycon for their earbuds. I was excited about the affordability, but you get what you pay for.<br /><br />My main issues with the earbuds, they fall out & they make an odd clicking sound.<br /><br />These earbuds refuse to stay in place. Even after I changed the silicone plug part to the different, provided sizes.<br /><br />When the earbuds are connected to your device via Bluetooth (but there is no active sound on) they set off a strange, background ""clicking"" noise. It's very glitchy. Some days it happens, some days it does not happen.<br />I become overstimulated by irritating background noise - so this is a huge issue for me.<br /><br />To review noise cancelling qualities: they do not really cancel noise. I live off a busy road & can still hear a good amount of noise beyond what I'm listening to via Bluetooth.<br /><br />To review sound quality: sound quality is actually GOOD pretty vivid.<br /><br />Battery life: I would not say the battery life is very long for this particular pair. I have to charge mine constantly! I miss the battery life on my previous pair of earbuds.<br /><br />Likely would not purchase again.

Review 2
Rating: 3/5
Title: Not a high quality item but were good while they lasted
Text: I am giving this 3 stars because my 16 year old son only had these for less than 2 MONTHS when one of the two earbuds stopped charging. That is ridiculous of course. He absolutely loved them prior to this, but we replaced them with another brand that gets significantly better reviews although costs more. He is very careful with electronics and has never had anything need replacing in a short period of time before.

Review 3
Rating: 3/5
Title: Good but not great
Text: Too much bass.","Review 1: Fall out of ears, make overstimulating CLICKING noise. Review 2: Not a high quality item but were good while they lasted. Review 3: Too much bass.",success,
B07YCS8J8F,Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Blue),sentiment_separated,positive,3,"Review 1
Rating: 5/5
Title: The hype is real
Text: I resisted premium earbuds for a long time because there were always cheap alternatives that for the most part did the job I wanted them to do, which is to listen to music or podcasts while I worked with some noise cancellation. It wasn’t until I was told that while on phone calls my microphone sounded like fast food drive through I realized how many other people probably thought the same about me, but didn’t say anything. I conduct business calls on my earbuds, and never considered what i sounded like on the other end. Everything about these Raycons is better. The sound quality, fast and easy pairing, charge time and battery life, and apparently my voice quality on calls is night and day difference, though I’ve never heard me on these or the old ones. Not to mention awareness mode at the press of a button to allow outside noise through while still listening to whatever you’re listening to.

Review 2
Rating: 5/5
Title: Very comfortable and convenient
Text: I got these headphones for my wife and she loves them. The rose gold is a very nice. The pairing process was quick and intuitive. Everytime you take it out of the charging case it connects to your phone without you needing to do anything. Comfort and sound quality are great. Whats especially good is not having to mess around with wires. Haven't had to charge the case yet in three days of off and on use. Only prob she had was she can't connect them to her laptop's soft phone software, but idk if that has anything to do with the headphones themselves. Overall very satisfied purchase!

Review 3
Rating: 4/5
Title: Good earbuds, but audio keeps skipping
Text: The audio quality on these is good, but I'm having a problem with the audio skipping when I connect them to my phone. I haven't noticed the problem when I connect them to my computer. I just got these, so it isn't an issue of overusing or damaging them. I have tried to troubleshoot the problem but it doesn't seem to be getting any better. I like the earbuds, but might return them if I can't solve the skipping issue, as I mainly got them for everyday listening to music.<br /><br />On a separate note, they feel slightly uncomfortable in","Reviewers give the Raycons a 5/5 score. The earbuds are very comfortable and easy to pair. The audio quality is good, but the audio keeps skipping on the phone.",success,
B09462HQ8D,"Vanzon Bluetooth Speaker IPX7 Waterproof Speaker Bluetooth V5.0, Suitable for Party,Travel,Home&Outdoor-Blue (HIJ)",combined,all,6,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: Disappointed
Text: It says in the product description that Amazon publishes that it’s 20 watts of power so I bought it expecting to be blown away...but no, I was instead very disappointed. When you open the package there is a trouble shooting guide to explain why it is that you feel it’s not very loud, well well, so it explains that it’s only 10 watt speakers but there are two of them so that’s why the 20 watts. Hahahaha. That’s not 20 watts, that’s 10. I don’t know why everyone likes it but it has little power and the advert is intentionally misleading given that they obviously know that people expect it to be louder than it actually is.

Review 2
Rating: 1/5
Title: Doesn't even turn on after a few weeks of use, sounds like tin can.
Text: After just a few uses over the course of three weeks, the speaker will no longer turn on. The only part of it that works now is the charging light. When I did use it, the speaker sounded like it was run through a tin can, metallic and thin. You get what you pay for, but I at least expected to get more than a few uses out of it.

Review 3
Rating: 2/5
Title: It

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Needs more volume increments
Text: I’d like to compare the Vanzon Climber-Z speaker to the UE Boom 2 LE, which have almost identical form factors, but quite different (retail) prices. Both are somewhat heavy in the hand and crank out the decibels.<br /><br />Despite its lower price of $59.99, the Vanzon has a fuller sound, i.e., it sounds somewhat better, than the UE Boom 2 LE, and is louder, even at the lower volumes, than the UE Boom 2 LE, AND has a more distinct bass, so I would recommend it if you want or need a louder speaker, such as for larger spaces, or use it outside, where it’s probably great poolside. It is genuinely loud and I only had it up to the 5th or 6th volume setting. OTHERWISE I would recommend the UE Boom 2 LE, since it has much more precise volume control at the lower volumes, which is useful if you tend to prefer your music to stay in the background, or don’t want to bother other people but is still loud enough to be satisfying. In particular, with the Vanzon speaker, between volume setting 2 and 3 the loudness practically doubles, which I found bothersome. There need to be more increments of loudness in this area. Where there are

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Beautiful sound, a great little speaker. Will be worth keeping.
Text: I was going to return this item because I just figured out my decvices only will connect to one bluetooth at a time. If I pare alexa to it, the alexa speaker cuts off. It's difficult to sync multiple bluetooth speakers, and a lot of devices only will connect to 1 at a time. I found an app called AMPME on android that will allow multiple bluetooth, and sync them all together. And I'm sure it's only a matter of time till more apps come out, and devices that can handle the issue, so I am keeping it. Plus it will make a great speaker on the beach or out somewhere, very loud and clear, good battery life, better features than other brands.

Review 2
Rating: 4/5
Title: Pairing for two speakers! Very obtuse instructions!
Text: I bought two V40s with idea of “stereo” quality. Manufacturer instructions were hopeless! Posted a question on Amazon for advice, received nothing useful. By chance, wet back and read old reviews and thankfully found one from “deenavision” who, while complaining about the idiosyncrasies of pairing two speakers, EXPLAINED how to do it…it worked! Ridiculous as it was, I now have both speakers working. Was ready to send one","Despite its lower price of $59.99, the Vanzon has a fuller sound, i.e., it sounds somewhat better, than the UE Boom 2 LE. It is louder, even at the lower volumes, than. the UE boom 2 LE, and has a more distinct bass. It's difficult to sync multiple bluetooth speakers, and a lot of devices only will connect to 1 at a time.",success,
B09462HQ8D,"Vanzon Bluetooth Speaker IPX7 Waterproof Speaker Bluetooth V5.0, Suitable for Party,Travel,Home&Outdoor-Blue (HIJ)",sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: Disappointed
Text: It says in the product description that Amazon publishes that it’s 20 watts of power so I bought it expecting to be blown away...but no, I was instead very disappointed. When you open the package there is a trouble shooting guide to explain why it is that you feel it’s not very loud, well well, so it explains that it’s only 10 watt speakers but there are two of them so that’s why the 20 watts. Hahahaha. That’s not 20 watts, that’s 10. I don’t know why everyone likes it but it has little power and the advert is intentionally misleading given that they obviously know that people expect it to be louder than it actually is.

Review 2
Rating: 1/5
Title: Doesn't even turn on after a few weeks of use, sounds like tin can.
Text: After just a few uses over the course of three weeks, the speaker will no longer turn on. The only part of it that works now is the charging light. When I did use it, the speaker sounded like it was run through a tin can, metallic and thin. You get what you pay for, but I at least expected to get more than a few uses out of it.

Review 3
Rating: 2/5
Title: It is definatly not a 24 Watt output, it's a lot less.
Text: I have not take the time to precisely measure the output power, but it is definitely not 24 Watts.<br /><br />If 100% of battery power could converted to sound, (impossible) the maximum output power would only<br />be a few Watts.<br /><br />Here is the analysis:<br /><br />using a current limited power supply set to 5.0 Volts @ 1Amp, the internal battery can be charged in less<br />than 4 hours. (It just makes the math very easy to charge with a current limited supply)<br /><br /> 5.0 Volts X 1.0Amp X 4 hours = 20 Watt-hours<br /><br />At full volume, unit can play for about 7 hours (Not very loud, my work environment is very noisy)<br /><br />So, the 20 Watt-hours are consumed in 7 hours (it plays at constant volume until the end or very close to constant)<br /><br /> 20/7 = 2.8571 Watts/hour<br /><br />So the battery is discharged at a rate of about 2.86 Watts/hour<br /><br />But the 2.86 Watts is NOT pure sound!!!<br /><br />It","Reviews: 1/5, 2/5 and 3/5. Doesn't even turn on after a few weeks of use, sounds like tin can. Not very loud, my work environment is very noisy.",success,
B09462HQ8D,"Vanzon Bluetooth Speaker IPX7 Waterproof Speaker Bluetooth V5.0, Suitable for Party,Travel,Home&Outdoor-Blue (HIJ)",sentiment_separated,neutral,1,"Review 1
Rating: 3/5
Title: Needs more volume increments
Text: I’d like to compare the Vanzon Climber-Z speaker to the UE Boom 2 LE, which have almost identical form factors, but quite different (retail) prices. Both are somewhat heavy in the hand and crank out the decibels.<br /><br />Despite its lower price of $59.99, the Vanzon has a fuller sound, i.e., it sounds somewhat better, than the UE Boom 2 LE, and is louder, even at the lower volumes, than the UE Boom 2 LE, AND has a more distinct bass, so I would recommend it if you want or need a louder speaker, such as for larger spaces, or use it outside, where it’s probably great poolside. It is genuinely loud and I only had it up to the 5th or 6th volume setting. OTHERWISE I would recommend the UE Boom 2 LE, since it has much more precise volume control at the lower volumes, which is useful if you tend to prefer your music to stay in the background, or don’t want to bother other people but is still loud enough to be satisfying. In particular, with the Vanzon speaker, between volume setting 2 and 3 the loudness practically doubles, which I found bothersome. There need to be more increments of loudness in this area. Where there are 6 increments of volume at the quiet end with the UE Boom 2 LE, there are only 2 with the Vanzon, so you can’t “fine tune” the volume with the Vanzon in this loudness region, and for me this was a DEAL BREAKER.<br /><br />Of note is the volume control, which is a dial that rotates at the top of the speaker, which is very convenient.<br /><br />Note the UE Boom 2 LE is $69.99 at this writing, at Best Buy, marked down from $179.99, while the Vanzon is $59.99, which is its regular price, on Amazon. I had an additional 20% discount at Amazon for the Vanzon. These are extremely good prices for these speakers, both of which deliver extremely good sound. I wouldn’t have paid $179.99 for the UE Boom 2 LE, but considering the added value provided by the app that accompanies it, and the high prices of, for example, the popular Bose speakers, it might just be worth it.<br /><br />The Vanzon supposedly has EQ settings, but not really. Clicking the On/Off button during play will","Despite its lower price of $59.99, the Vanzon has a fuller sound, i.e., it sounds somewhat better, than the UE Boom 2 LE. Between volume setting 2 and 3 the loudness practically doubles, which I found bothersome. There need to be more increments of loudness in this area.",success,
B09462HQ8D,"Vanzon Bluetooth Speaker IPX7 Waterproof Speaker Bluetooth V5.0, Suitable for Party,Travel,Home&Outdoor-Blue (HIJ)",sentiment_separated,positive,2,"Review 1
Rating: 5/5
Title: Beautiful sound, a great little speaker. Will be worth keeping.
Text: I was going to return this item because I just figured out my decvices only will connect to one bluetooth at a time. If I pare alexa to it, the alexa speaker cuts off. It's difficult to sync multiple bluetooth speakers, and a lot of devices only will connect to 1 at a time. I found an app called AMPME on android that will allow multiple bluetooth, and sync them all together. And I'm sure it's only a matter of time till more apps come out, and devices that can handle the issue, so I am keeping it. Plus it will make a great speaker on the beach or out somewhere, very loud and clear, good battery life, better features than other brands.

Review 2
Rating: 4/5
Title: Pairing for two speakers! Very obtuse instructions!
Text: I bought two V40s with idea of “stereo” quality. Manufacturer instructions were hopeless! Posted a question on Amazon for advice, received nothing useful. By chance, wet back and read old reviews and thankfully found one from “deenavision” who, while complaining about the idiosyncrasies of pairing two speakers, EXPLAINED how to do it…it worked! Ridiculous as it was, I now have both speakers working. Was ready to send one back. Following is a cut and paste of answer! Thank you “deenavision” (2021)<br />……<br />My other tiny issue with these speakers is that it's not intuitive to sync them to the bluetooth on my phone.<br />I have to TURN OFF BLUETOOTH on my phone first.…BEFORE turning on the speakers! Then I turn on both<br />speakers, and let them connect/sync to each other. And then after that, I can turn back on the bluetooth<br />on my phone, and I finally get my beautiful stereo sound, instead of just one speaker connecting.<br />It seems weird that I have to turn off my bluetooth first to get these speakers to work for me! But it might<br />be because I have in the past connected them to both my laptop and phone at different times. Perhaps the<br />speakers get confused as to which device to connect to, and by turning off my bluetooth, and turning it<br />back on again, (and choosing the Vanzon speakers in my bluetooth settings), they then know where to<br />connect.<br />OVERALL, I LOVE THESE SPEAKERS, and the two issues I","Review 1: Beautiful sound, a great little speaker. Review 2: Obtuse instructions. Review 3: Difficult to sync multiple bluetooth speakers. Review 4: Bad battery life.",success,
B00A3YN0Z0,Medialink Wireless-N Broadband Router with Internal Antenna - 2.4GHz - 802.11b/g/n - Compatible with Windows 8 / Windows 7 / Windows Vista/Windows XP/Mac OS X/Linux (300 Mbps) [Discontinued Model],combined,all,5,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: a waste of money
Text: This router needs to be reset daily. Poor reception. I regret the purchase.<br />no help on their website.<br /><br />AVOID AT ALL COST

Review 2
Rating: 1/5
Title: Very disappointed
Text: This is the second Medialink device I bought. The first one was an older model that I gave away. That one worked fine so I decided to stick with Medialink.<br /><br />This one has been a problem. Two main problems I see are:<br />1) The wireless side keeps going down, meaning my wireless devices connected gets disconnected and when I try to reconnect, the devices cannot see the SSID. It comes back after a few refresh on my iPhones. I could see my neighbor's SSID, so I know the iphones is fine.<br /><br />2) A second issue is speed. The wireless devices will say they're connected but they're very slow, even with little use. This one is fixed with rebooting the router, though it becomes an issue again after a while.<br /><br />I'm very disappointed with this device, and will not recommend it to anyone.

Review 3
Rating: 1/5
Title: No go for a Mac household (and what's with the suing??)
Text: After my router crapped out, my husband purchased a medialink router as a quick fix. Uh, no.

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Worked for ONE YEAR, then DIED.
Text: I seriously doubted all the negative reviews and tried to focus on the positive ones when purchasing this router. I was a happy customer upon arrival of the router, it worked great. Up until this month it worked fine...and then all of a sudden the signal strength started dying. and then the on and off disconnections of the router. OMG. SO FRUSTRATING. I didn't want to believe it was the router but I gave in and went out and bought the cheapest router I could find. I got the Netgear for $29.99 from walmart. As soon as I jsut installed it, its working great. SUPER FASTspeed is back..meaning that the problem was this medialink router. I troubleshooted with medialink at least 10 times. they tried to fix it but it just doesnt work anymore. I didn't want to deal with the disconnections anymore and the unwiring and wiring it back in just to get it connected again.<br /><br />overall, I wouldn't buy this router again. It lasted only one year. My last router (belkin-was also one of the cheaper ones) lasted me 5 years!!! This was my second router and now I have bought my 3rd today (netgear). So far. Medialink isn't in my good category of routers

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Medialink Wireless N Router
Text: I have a garage and poolhouse, to which I ran a wire a few years back, but I wanted to extend the wireless from that point to cover the pool area and my work areas with wireless. I'm not technically skilled, especially from the network standpoint, so I've been asking around and reading. I even asked a Walmart employee in their electronics area who told me with firm confidence that, no, &#34;...you can't connect a router to a router.&#34; That was not consistent with what I'd read, so I called Mediabridge, as I had been leaning toward the 150 Mbps unit. I was told that, yes, I could use the Mediabridge router as an access point, but that I should consider the 300 Mbps, as it was faster and priced exactly the same as the 150 Mbps. Now THAT, is what I call &#34;Exceeding Customer Expectations.&#34;<br /><br />The unit arrived last evening, and I hesitated to get involved in the install, since I'd just purchased and installed a Netgear wireless extender for better coverage in my house. I won't knock the Netgear device...it performs as advertised, but Netgear should really get a grip and do two things. First, they should use a call center that has mastery over the English","This router needs to be reset daily. Poor reception. I regret the purchase. No help on their website. I'm very disappointed with this device, and will not recommend it to anyone.",success,
B00A3YN0Z0,Medialink Wireless-N Broadband Router with Internal Antenna - 2.4GHz - 802.11b/g/n - Compatible with Windows 8 / Windows 7 / Windows Vista/Windows XP/Mac OS X/Linux (300 Mbps) [Discontinued Model],sentiment_separated,negative,3,"Review 1
Rating: 1/5
Title: a waste of money
Text: This router needs to be reset daily. Poor reception. I regret the purchase.<br />no help on their website.<br /><br />AVOID AT ALL COST

Review 2
Rating: 1/5
Title: Very disappointed
Text: This is the second Medialink device I bought. The first one was an older model that I gave away. That one worked fine so I decided to stick with Medialink.<br /><br />This one has been a problem. Two main problems I see are:<br />1) The wireless side keeps going down, meaning my wireless devices connected gets disconnected and when I try to reconnect, the devices cannot see the SSID. It comes back after a few refresh on my iPhones. I could see my neighbor's SSID, so I know the iphones is fine.<br /><br />2) A second issue is speed. The wireless devices will say they're connected but they're very slow, even with little use. This one is fixed with rebooting the router, though it becomes an issue again after a while.<br /><br />I'm very disappointed with this device, and will not recommend it to anyone.

Review 3
Rating: 1/5
Title: No go for a Mac household (and what's with the suing??)
Text: After my router crapped out, my husband purchased a medialink router as a quick fix. Uh, no. We're all Mac in this house, and no amount of fiddling, instruction reading, phone calls to router experts, etc. got the thing to work. We totally gave up and went with a Belkin that has worked like a charm ever since.<br /><br />Of course, this is only my opinion (and the reality that the medialink did not work with any of our apple devices.) I fully accept that other people may have different, more positive experiences. I also didn't believe that this one experience would forever turn me off to medialink products. But now? What the hell is it with the company now suing people for posting honest reviews? THAT is just wrong!<br /><br />Nope, sorry, Medialink. I've moved on and I'm happy. Now why don't you accept that the man has a right to his opinion without threatening him for it? BAD form!",Review 1: This router needs to be reset daily. Review 2: This is the second Medialink device I bought. Review 3: No go for a Mac household (and what's with the suing??),success,
B00A3YN0Z0,Medialink Wireless-N Broadband Router with Internal Antenna - 2.4GHz - 802.11b/g/n - Compatible with Windows 8 / Windows 7 / Windows Vista/Windows XP/Mac OS X/Linux (300 Mbps) [Discontinued Model],sentiment_separated,neutral,2,"Review 1
Rating: 3/5
Title: Worked for ONE YEAR, then DIED.
Text: I seriously doubted all the negative reviews and tried to focus on the positive ones when purchasing this router. I was a happy customer upon arrival of the router, it worked great. Up until this month it worked fine...and then all of a sudden the signal strength started dying. and then the on and off disconnections of the router. OMG. SO FRUSTRATING. I didn't want to believe it was the router but I gave in and went out and bought the cheapest router I could find. I got the Netgear for $29.99 from walmart. As soon as I jsut installed it, its working great. SUPER FASTspeed is back..meaning that the problem was this medialink router. I troubleshooted with medialink at least 10 times. they tried to fix it but it just doesnt work anymore. I didn't want to deal with the disconnections anymore and the unwiring and wiring it back in just to get it connected again.<br /><br />overall, I wouldn't buy this router again. It lasted only one year. My last router (belkin-was also one of the cheaper ones) lasted me 5 years!!! This was my second router and now I have bought my 3rd today (netgear). So far. Medialink isn't in my good category of routers and I feel that you can find a cheaper router out there which will last you WAY longer than what this did for me.

Review 2
Rating: 3/5
Title: Access Point
Text: I bought this to use as a router but when Comcast came out to install a new docsis 3 modem and they gave me a Gateway with built in router. I was still unhappy with the wireless range however and decided to keep it. I wanted to use the Medialink as a wireless access point. I hooked it up and followed the somewhat confusing directions and it worked. It was hooked up wirelessly to the Gateway. Then I decided to change the SSID to something different and that's where the problems began. I did and it would not connect anymore. I reset the router multiple times to manufacturer settings and redid it, just like the instructions detailed and how I did it the previous night and it would not work. It wouldn't work wired either. I called customer service and left a message. They called back within 2",Medialink is not in my good category of routers and I feel that you can find a cheaper router out there which will last you WAY longer than what this did for me.,success,
B00A3YN0Z0,Medialink Wireless-N Broadband Router with Internal Antenna - 2.4GHz - 802.11b/g/n - Compatible with Windows 8 / Windows 7 / Windows Vista/Windows XP/Mac OS X/Linux (300 Mbps) [Discontinued Model],sentiment_separated,positive,2,"Review 1
Rating: 5/5
Title: Medialink Wireless N Router
Text: I have a garage and poolhouse, to which I ran a wire a few years back, but I wanted to extend the wireless from that point to cover the pool area and my work areas with wireless. I'm not technically skilled, especially from the network standpoint, so I've been asking around and reading. I even asked a Walmart employee in their electronics area who told me with firm confidence that, no, &#34;...you can't connect a router to a router.&#34; That was not consistent with what I'd read, so I called Mediabridge, as I had been leaning toward the 150 Mbps unit. I was told that, yes, I could use the Mediabridge router as an access point, but that I should consider the 300 Mbps, as it was faster and priced exactly the same as the 150 Mbps. Now THAT, is what I call &#34;Exceeding Customer Expectations.&#34;<br /><br />The unit arrived last evening, and I hesitated to get involved in the install, since I'd just purchased and installed a Netgear wireless extender for better coverage in my house. I won't knock the Netgear device...it performs as advertised, but Netgear should really get a grip and do two things. First, they should use a call center that has mastery over the English Language...especially for English speaking customers. Second, they should hire someone to write installation instructions who doesn't assume that you know that passcode doesn't equal password (just one example of how bad the install instructions and support really are...). What a nightmare, but another story.<br /><br />I had about a half hour before my next committment, so I gave the install a shot. I had the unit up and running in less than 10 minutes....literally. What a relief. I now have the wireless coverage I planned, the unit is attractive but tiny and unobtrusive, and all this on-time and low stress. Congratulations Mediabridge....you've got it right.

Review 2
Rating: 4/5
Title: unbiased review of the router - including opinion of business practices
Text: I don't often leave reviews either good or bad about items, but in light of Medialink's threats to sue the reviewer with the top helpful negative review on amazon, I figured I would weigh in.<br /><br />I understand the vitriol at which people are responding to Medialink's marketing strategy. It effectively is marketing through deception, and I for","Medialink Wireless N Router exceeds Customer Expectations. Reviewer: ""I had the unit up and running in less than 10 minutes....literally. What a relief""",success,
B0872FYTWS,"Toshiba 32LF221U21 31.5-inch Smart HD 720p TV - Fire TV, Released 2020",combined,all,5,"NEGATIVE REVIEWS
Review 1
Rating: 1/5
Title: Lasted 6 months!!
Text: This TV was fine for the first 6 months. Then, the HDMI ports stopped producing video from the cable box. I tried different HDMI cables and had same problem. Then, I hooked up another TV to the cable box and that worked fine so I know it was not a cable box issue. By process of elimination, it had to be the HDMI ports on this TV that stopped working. Very disappointed that I have to buy another TV now. Would not recommend

Review 2
Rating: 1/5
Title: Regret this purchase. Glitches. Loud remote
Text: Over a year update. Horrible. I completely regret this purchase. This is my first fire stick TV and I wish I had bought a Roku TV. All of my other Roku TVs and Roku devices have lasted years but this fire stick TV is a horrible viewing experience. The screen is great is visually very clear but the functionality is horrible. No matter what app I watch it suddenly closes in the middle of viewing-Hulu, HBO, and Netflix all will suddenly close in the middle of viewing. Sometimes the apps will not open again and even if they do open they will close very quickly again and I have to just watch something else on another

NEUTRAL REVIEWS
Review 1
Rating: 3/5
Title: Laggy, slow to change channels, navigate apps
Text: I have several fire TV 4k sticks and thought this TV would be great to just have it built in, but no, sadly it is very slow and laggy compared to the firetv stick. It takes way to Long to tune to a channel and opening and closing apps is very slow as well. I wish I had just gotten a regular TV and plugged a fire TV 4k stick into it. The picture quality on the TV is great, so it's a real shame that the interface is so slow. I was also disappointed to find out the Ethernet port is only 100mbs and not gigabit speed. I feel like in today's world, especially for a streaming device, gigabit Ethernet should be standard.

Review 2
Rating: 3/5
Title: You get what you pay for
Text: This was part of the Prime Day deals and a great price. The TV is extremely easy to set up and use, and weighs almost nothing. You do need to put the feet on the TV if you're not mounting it to the wall, which requires a phillips head screwdriver. The picture quality and sound are both fine. Compared to the 10-year-old TV it was replacing, it's only slightly better, which

POSITIVE REVIEWS
Review 1
Rating: 5/5
Title: Why did I wait so long?
Text: I decided to get a TV for my bedroom, and after a lot of research between all the 32” TVs with either built-in Fire or Roku, I decided on this one and am so happy I did.<br /><br />I’m a woman of a certain age - old - and am technologically challenged, but setup of this TV was a breeze, starting with clear instructions on how to take it out of the box. (The screen came in a plastic bag with two handles, and it just slid out of the box.) The picture and sound quality are fantastic.<br /><br />There were a lot of questions in the Q&A section about Bluetooth. I got the 2020 version of this TV, and you CAN connect things with Bluetooth. It’s an option in Settings. I connected AirPods, and they work perfectly. Once connected, the speakers on the TV cut off, the remote’s volume control works on the AirPods, and they stayed paired with the TV so I don’t have to go through the process of pairing every time I turn on the TV. Now when I turn the TV on, the TV’s speakers come on until/unless I take my AirPods out of their charging case; if I put them back in",This is my first fire stick TV and I wish I had bought a Roku TV. The screen is great is visually very clear but the functionality is horrible. It takes way to Long to tune to a channel and opening and closing apps is very slow as well.,success,
B0872FYTWS,"Toshiba 32LF221U21 31.5-inch Smart HD 720p TV - Fire TV, Released 2020",sentiment_separated,negative,2,"Review 1
Rating: 1/5
Title: Lasted 6 months!!
Text: This TV was fine for the first 6 months. Then, the HDMI ports stopped producing video from the cable box. I tried different HDMI cables and had same problem. Then, I hooked up another TV to the cable box and that worked fine so I know it was not a cable box issue. By process of elimination, it had to be the HDMI ports on this TV that stopped working. Very disappointed that I have to buy another TV now. Would not recommend

Review 2
Rating: 1/5
Title: Regret this purchase. Glitches. Loud remote
Text: Over a year update. Horrible. I completely regret this purchase. This is my first fire stick TV and I wish I had bought a Roku TV. All of my other Roku TVs and Roku devices have lasted years but this fire stick TV is a horrible viewing experience. The screen is great is visually very clear but the functionality is horrible. No matter what app I watch it suddenly closes in the middle of viewing-Hulu, HBO, and Netflix all will suddenly close in the middle of viewing. Sometimes the apps will not open again and even if they do open they will close very quickly again and I have to just watch something else on another app. I will never buy another fire stick TV. I wish I had listen to the reviews. I have reset the TV to factory settings many times and that does not work.<br /><br />3 month update: I am not happy with this purchase. The tv glitches so badly. I thought it was perhaps the app itself but it’s not. It glitches on all apps. I’ll be watching a show and the tv will just go to the Home Screen. The remote almost never reacts properly. I’ll press a volume button and nothing will happen. Then minutes later the volume will finally respond. I have to press buttons twice to get them to respond. My Samsung tv of 10 years that I bought to replace this is still running much better than this one.<br /><br />Despite reviews I bought them. It’s a great event. Picture and sound are great. The remote is loud. Like pushing the buttons is strangely loud. The tv does not want to power off. Push the power button and the screen goes black and then it turns","Review 1: This TV was fine for the first 6 months. Then, the HDMI ports stopped producing video from the cable box. Review 2: The remote almost never reacts properly. Review 3: The tv glitches so badly.",success,
