parent_asin,product_title,main_category,average_rating,rating_number
B01L2CPXAQ,GoPro Screen Protectors (HERO6 Black/HERO5 Black) - Official GoPro Accessory,Camera & Photo,3.7,70
B075RJHLB4,StarTech.com Thunderbolt 3 PCIe Expansion Chassis w/DisplayPort – PCIe x16 – External PCIe Slot for Thunderbolt 3 Devices (TB31PCIEX16),Computers,4.0,105
B007Q4A7T2,Transcend 4GB JetFlash 300 Flash Drive (TS4GJF300),All Electronics,4.4,3571
B017SKO7FI,Excelvan Mini Portable Photography Photo Studio Lighting Cube Tent Kit 40 X 40CM Light Box + Four Backgrounds (Black White Blue Red),Camera & Photo,3.3,20
B07ZNKYFTP,170W ThinkPad AC Charger for Lenovo ThinkPad P50 P51 P52 P53 P70 P71 P73 W540 W541 T540P P15 P17 P15v P15g T15g T15p P1 X1 PA-1171-71 ADL170NLC2A ADL170NDC2A ADL170NDC3A ADL170NLC3A,All Electronics,4.9,53
B00GM6YNGS,UpBright 65W 19V AC Adapter Compatible with HP Pavilion P2-1113w p2-1033wb P2-1343w P2-1343wb P6-2003W P2-1113WB P2-1013WB p2-1110 P2-1140 p2-1311 p2-1321 p2-1322 ADP-65HBBCJ SG3750 SG3750IL SG3770CN,Computers,4.4,63
B005CI9R72,Garmin Wrist Strap Kit f/Forerunner 610,Tools & Home Improvement,4.2,237
B07Y68RQSM,"KUE Destone Designed for iPhone 11 Case with Card Holder, [3 Credit Card Capacity] Heavy Duty Shockproof Rugged Armor TPU and Plastic Hybrid Wallet Case for Apple iPhone 11 (6.1"" Purple)",All Electronics,4.2,46
B08B9NPB7H,TVFix Wireless Streaming - Full HD Videos Movies from Smartphone Tablet Computer to Widescreen TV Support AirPlay DLNA AirMirror Cross-System Mirroring,All Electronics,2.5,341
B00B588CZQ,Filemate Joy Series Portable Vibration Speaker - Dark Grey (3FMNP220TBK-R),Computers,3.6,25
B07C6B5TTK,eSynic Digital to Analog Audio Converter 3 Port DAC Decoder Optical SPDIF Toslink to Optical L/R RCA 3.5mm Stereo Audio Optical Switch Splitter with Power Supply Support Dolby AC3 DTS 5.1CH 2.0CH LPCM,Industrial & Scientific,4.1,340
B000OSLLPG,Canon PowerShot SD750 7.1MP Digital Elph Camera with 3x Optical Zoom (Black),Camera & Photo,4.2,682
B007Q4H9JI,Amazon Elastic Compute Cloud (EC2) User Guide for Linux Instances,Buy a Kindle,4.1,163
B07DW2XHM9,"COMMIXC (2 Pack) Walkie Talkie Earpiece, 2-Pin 2.5mm/3.5mm G Shape Walkie Talkie Headset with PTT Mic, Compatible with Motorola Two-Way Radios",All Electronics,3.9,191
B00DUGXWO2,Power Supply for Cisco SPA500 series - 5V 2A,Computers,3.9,44
B09QQ733J7,Mini Radio Portable AM/FM - Rechargeable Radio High Powered Speaker Music Player Support Micro SD/TF Auto Scan Save USB Transmit Data LED Display and Headphone Jack Function,All Electronics,4.2,160
B0B4SC87HS,"Acer Aspire 5 A517-52-59SV, 17.3"" Full HD IPS Display, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 8GB DDR4, 512GB NVMe SSD, WiFi 6, Fingerprint Reader, Backlit Keyboard",Computers,4.5,127
B08NF5KWQQ,"Double Din Car Stereo Receiver, aboutBit in Dash Bluetooth Car Audio - 7 Inch HD Touchscreen Car Radio with Backup Camera - MP5 Multimedia Player with Mirror Link | AM/FM Radio | USB/SD/AUX",Automotive,3.8,408
B01CKDGXNW,"Humminbird HCSE4 LakeMaster Digitalchart Southeast States, Micro Card",Sports & Outdoors,4.3,50
B085VK9W7R,"Cable Shield Cable Concealer On-Wall Cord Cover with 6, 25” Raceways – 150” Cable Management System Hides Cords, Wires for Wall TVs, Computers – Black (236867AJX)",All Electronics,4.5,434
B09NCVBCLT,"shentek iPhone Headphones Adapter, MFi Certified 2 in 1 Lightning to 3.5mm Headphone Jack Converter Dual Port Dongle Charger & AUX Audio Splitter Compatible with 13/12/11/11 Pro/X/XS/XR/8/7/SE, White",All Electronics,3.3,100
B07RQW59KS,"ClearClick All-in-One Turntable with CD Player, FM Radio, Bluetooth, Aux-in, & USB - Vintage Retro Modern Design (Turquoise)",Home Audio & Theater,4.3,63
B0842BYVSY,"Solar Charger for Ring Video Doorbell 3, Ring Video Doorbell 3 Plus, and Ring Video Doorbell 4",Amazon Devices,3.9,9441
B09462HQ8D,"Vanzon Bluetooth Speaker IPX7 Waterproof Speaker Bluetooth V5.0, Suitable for Party,Travel,Home&Outdoor-Blue (HIJ)",All Electronics,4.5,7473
B08JP883NQ,"Neewer 4-Pack Photography Sandbag Sand Bags Saddlebag Design 4 Weight Bags for Photo Video Studio Stand Backyard Outdoor Patio Sports, Transparent PP Bag and Clips Included (Yellow)",Camera & Photo,4.6,122
B00NWM3HB2,Lorex LHV10041TC4 4-Channel 1 TB Cloud Connect with 4 x 720p HD Cameras (Black),Camera & Photo,2.7,28
B06XKCQDCS,NPKC Side-Printed Thick PBT OEM Profile 108 ANSI Keycaps for MX Switches Mechanical Keyboard (Only Keycap) (Light Blue),Computers,4.3,89
B08F2JLPVY,"Aukvite Charging Case for Jabra Elite Active 75t and Elite 75t, Replacement Charger Cradle Dock with 700mAh Capacity (Earbuds not Included)",Cell Phones & Accessories,3.5,281
B0077V88V8,Onkyo HT-S3500 660 Watt 5.1-Channel Home Theater Speaker/Receiver Package,Home Audio & Theater,4.5,982
B07PN5D39L,"Caddie Buddy Golf Cart Mount/Holder for Your Phantom, Neo, & Neo Ghost GPS by Bushnell",Sports & Outdoors,4.6,115
B01F1WJBS8,"USB-C to VGA Adapter 1080P @60Hz for 2017 MacBook Pro, Lenovo 900, Dell XPS 13, HP Spectre x2 and More- Newest Updated Version … (C-VGA)",All Electronics,4.1,99
B07FGFFHC6,AiLi Voltmeter Ammeter Voltage Current Meter Voltmeter Ammeter 100V 350A Caravan RV Motorhome 999 AH,Industrial & Scientific,4.4,1292
B08NFB6NW9,"HDMI to RCA Cable,1080P HDMI Male to 3RCA Video Audio AV Composite Male M/M Connector Adapter Cable, One-Way Transmission from HDMI to RCA for TV HDTV",Industrial & Scientific,3.8,153
B0B69FNLQ1,"Antenna TV Digital HD for Indoor or Outdoor - VHF UHF Digital Television - Signals up to 50 Miles Range - Signal Booster - Support 720p, 1080i, 1080p by Magic Stick TV, MS-001",All Electronics,3.9,1557
B00YCWLIG2,Allstate 3-Year Personal Care Extended Protection Plan ($125-149.99),Camera & Photo,3.7,424
B00L6XDP52,"ORICO PHX-35 3.5 inch HDD Protector hard drive HDD protection Box case,5pcs(Purple,Grey,Blue,Orange&Green)",Computers,4.4,27
B07XM62RRX,Silica Watt Airpods Strap Magnetic Cord Anti-Lost Leash for Airpods 3rd / 2nd Generation/Pro/1(Purple),All Electronics,4.1,434
B00AAB8178,LightInTheBox Atom HD - Mini DVR with 72 Degree Angle (World Smallest Camera),Camera & Photo,2.8,35
B09C81GTTY,"weishan Ethernet Adapter Replacement for Pad/Air, Phone 12/13 / 14/11 / Pro Max/X, RJ45 LAN Wired Network Adapter with Charging, USB OTG Adapter, Plug and Play",All Electronics,4.1,79
B000UZCR56,Apple MB053LL/A AirPort Extreme Base Station,All Electronics,4.0,202
B08R7R55FY,USB Bluetooth Adapter for PC (Silver) - Bluetooth Dongle for PC Windows 10/8/7 - PC to Bluetooth Adapter - Bluetooth USB Receiver 4.0 for Computer/Laptop,All Electronics,4.4,181
B09TL1J4HW,"Dexpt 5FT 2 in 1 Charger Cord Fit for Beats Headphones, Fit Pro, Studio Buds, Flex Wireless Headphones Solo 3, Studio 3 Earbuds Charging Cable",Industrial & Scientific,4.6,171
B07XC9TX66,"YULU Car Stereo Radio in Dash Navigation for Dodge Ram Challenger Chrysler Jeep Wrangler,6.2 inch Touchscreen Single Din DVD Player Bluetooth with Rear View Camera,16GB SD Card,3.5mm Mic,Crowbar",GPS & Navigation,3.5,41
B002XKFI16,"AURIA Exceed Sports Earphones with XFit System for iPhone 4/3GS/3G, iPod Touch, nano, shuffle, Microphone, Track Control, Volume Control, Sweat Resistant (Discontinued by Manufacturer)",Home Audio & Theater,2.4,33
B00V07RFXC,RELPER 1M 3.3Ft SATA III 6.0 Gbps Cable with Locking Latch UV Blue,Computers,4.5,40
B0BFHLCVLC,"NODOCA No Drill Under Desk Cable Management Tray, 17'' Wire Management, Punch-Free Clamp on, Newest Metal Cable Tray, Wire Organizer Under Desk, Under Desk Basket for Office and Home, Black",All Electronics,4.4,380
B00Y09EW38,OTTERBOX AGILITY Keyboard Portfolio for Apple iPad Air/Air 2 Black Leather - AGILITY Shell (sold separately),Computers,3.4,27
B0BJ6GYG51,"GOMPHIDAE 5G WiFi Camera,1080P WiFi Camera,Indoor Security Camera,Porch Light with WiFi Camera,Smart Home Camera with Motion Detection,Two-Way Voice(Inculde 32G SD Card)",Camera & Photo,3.5,39
B00VNVMKCG,"StarTech.com 4-Drive M.2 SSD (NGFF) to SATA Hard Drive Adapter for 3.5"" Drive Bay - Supports 2230/2242/2260/2280/22110 M.2 NGFF SATA - 6Gbps (35S24M2NGFF)",Computers,4.5,62
B00FJK0ST4,Poetic Slimline Case for New Kindle Fire HDX 8.9 2nd Generation 2013 8.9 inch Tablet - Magenta,Cell Phones & Accessories,3.4,37
B07QGZ6F19,"ZIPRINT Remanufactured Ink Cartridge Replacement for Epson 252 T252 252XL for Workforce WF-7710 WF-7720 WF-7110 WF-3620 WF-3640 WF-7610 WF-7620 WF-3630 (2 Black 1 Cyan 1 Magenta 1 Yellow, 5-Pack)",All Electronics,3.6,87
B09HQSDDQ8,"Laptop Bag for Women, 15.6 inch Large Tote Bag, Waterproof Briefcase Computer Bags, USB Work Bags Teacher Tote Bag Business Handbag Satchel Purse 2pcs Set-Blue",All Electronics,4.2,134
B01ASLBCW0,"8"" LG G Pad F 8.0 Tablet Case Cover,Famavala PU Leather Case Cover For 8"" LG G Pad F 8.0 F8.0 V495 / V496 / UK495 / G Pad ll 2 8.0 V498 4G LTE Tablet (Sail-Gray)",Computers,4.1,36
B017VS4VGM,"Alcatel OneTouch Pixi 7 Case - Fintie Premium PU Leather Stand Folio Cover with Stylus Holder for T-Mobile/Sprint Alcatel One Touch PIXI 7"" Tablet, Black",Computers,4.2,60
B06XTFK8R8,"PowerTRC Mini USB Table Desk Personal Fan (Metal Design, Quiet Operation 3.9' USB Cable, High Compatibility)",Computers,3.5,166
B00JL7AJXQ,"Fintie Premium PU Leather Case Cover for 9"" Tablet inclu. RCA 9 (RCT6691W3), Dragon Touch N90, Alldaymall 9, iRULU eXpro X1 9, Polaroid 9 (Check Compatible List in Description), Orange",Computers,4.6,42
B0C4KBLJHD,"ACK-E10 Dummy Battery ENEGON AC Power Adapter DR-E10 DC Coupler Charger Kit (Replacement for LP-E10) Power Supply for Canon EOS Rebel T3, T5, T6, T100 Kiss X50, Kiss X701",Camera & Photo,4.4,626
B00JF7FMO8,Laptop Sticker - Dogs Leave paw Prints on Your Heart Cute Funny Decal - Matte Black Skins Stickers,Computers,4.4,21
B07P44Y1R2,"HOLACA Silicone Skin for Blink Home Security- Silicon Case for Blink XT Blink XT2 Outdoor Camera - Anti-Scratch Protective Cover - Extra Protection (3 Pack, Brown)",All Electronics,4.6,226
B007U5MGBE,StarTech.com PCI Express HD Video Capture Card 1080p - HDMI/DVI/VGA/Component TV Tuners/Video Capture (PEXHDCAP),Computers,3.5,69
B01KIP8C4W,LG Force Stereo Bluetooth Wireless Headset - Black,Cell Phones & Accessories,4.2,451
B07PP3YNH1,KAVAJ iPad Mini 5 2019 & 4 Case Leather Cover Berlin Cognac-Brown for Apple iPad Mini 5 2019 & 4 Genuine Cowhide Leather with Built-in Stand Auto Wake/Sleep Function. Slim Fit Smart Folio Covers,Computers,4.6,211
B001K26D8K,"Wasabi Power Battery for Canon LP-E4 and Canon EOS-1D C, EOS-1D Mark III, EOS-1Ds Mark III, EOS-1D Mark IV",Camera & Photo,3.6,45
B0BCKWFDJX,"Suoman 3 Pack Silicone Case Keyring, Tracker Cover for Apple AirTag, Case Cover Locator Keychain for Apple AirTag Case Key Ring, for Airtag Accessories -Black+Blue+Red",Computers,4.4,2312
B07BJZQNWK,"Gear Fit2 Pro/ Fit2 Bands 5-Packs, GHIJKL Silicone Replacement Strap for Samsung Gear Fit 2 & 2 Pro Tracker (5-Pack BlackTealWine RedLight PurpleSlate Blue)",Cell Phones & Accessories,4.3,1461
B00BMLQPG4,Craig Electronics Smart TV HDMI Adapter and Mouse (CVD601),Computers,3.2,90
B082P86DLR,NETGEAR Nighthawk AX12 12-Stream Wifi 6 Router (RAX200) - AX11000 Tri-Band Wireless Speed (Up to 10.8 Gbps) | Coverage for Large Homes | 4 X 1G and 1 X 2.5G Ethernet Ports | 2 X 3.0 USB (Renewed),All Electronics,4.0,456
B093WN8YLN,"Dadanism All-New Kindle Fire HD 10 Tablet Case(11th Generation 2021 Release) & Fire HD 10 Plus Tablet Cover, Premium PU Leather Lightweight Slim Smart Stand Cover with Auto Wake/Sleep, Black",Amazon Devices,4.6,1997
B072KKGC1Y,"AirPod Skins, Charging Case & Straps Bundle - Stylish and Protective Wraps and Cover (Matte Black)",Cell Phones & Accessories,4.0,49
B0BQGMX5PJ,"Western Digital 8TB WD Red Plus NAS Internal Hard Drive HDD - 5640 RPM, SATA 6 Gb/s, CMR, 128 MB Cache, 3.5"" - WD80EFZZ",Computers,4.6,8248
B0090X3ML2,Portare' PBP2-B Multi Use Backpack for Camera/Laptop/iPad (Blue),Camera & Photo,3.3,54
B000SA4DK0,FireStik 2m-4 Bk 4' Black 2 Meter Fiberglass Antenna,Cell Phones & Accessories,4.3,106
B07CWSG8NB,"ALLEASA USB C Hub, 8 in 1 USB C Adapter with 4K HDMI, Ethernet, USB-C Power Delivery, 3 USB 3.0 Ports, SD/TF Card Reader, for MacBook/Pro/Air, iPad Pro, Dell XPS, Type C Laptops",Computers,4.1,196
B017R8M2JY,XPPen Professional Artist Glove 2-Fingers Glove for Graphics Drawing Tablet Graphic Monitor Suitable for Right Hand and Left Hand (Size L),Office Products,4.4,319
B00AGV7T5W,Canon Office Products MG5420 Wireless Color Photo Printer with Scanner and Copier,All Electronics,3.9,1276
B08CT894Z6,"WISYIFIL USB C to HDMI Adapter,USB 3.1Type-C Converter to HDMI 4K+USB 3.0+USB-C Charging Port 3 in 1 Hub,USB-C Digital AV Multiport Adapter for MacBook Pro/iPad Pro/Switch/S8+/S9+/Projector/Monitor",Computers,4.1,454
B0CB6DLGZS,Western Cowboy Backdrop Western Party Supplies Decorations Wild West Decor Rustic Wooden House Barn Photography Background for Kids Boy Children Boy Baby Birthday Banner Photo Booth (7 x 5 Ft),Camera & Photo,4.8,222
B002IRY3ME,"SANOXY USB2.0 Slim DVD/CD RW Burner External Enclosure Caddy Case with SATA Connector for Laptop Notebook Burner, White",Computers,4.0,73
B0BTCWJ4KX,LCDBros Screen Replacement for Dell Chromebook 3100 HD 1366x768 Matte LCD LED Display,All Electronics,4.2,69
B01EEHIB0K,Garmin Nuvi Car Suction Cup Dash / Windshield Mount fits most Nuvi's Original,All Electronics,4.4,193
B0089PVYJE,Cellularvilla Combo Case for Apple Ipad 2 Ipad2 Hybrid Armor Kickstand Hard Soft Case Cover-Purple,Computers,3.9,29
B09ZBFFFQQ,"Open Ear Headphones,Wireless Bone Conduction Headset Bluetooth 5.1 with Mic - MP3 Play Built-in 16G Memory,IP68 Waterproof Sweatproof - Music Answer Phone Call for Swimming Skiing Driving Bicycling",All Electronics,3.2,774
B00LP67YDE,ZW501PURPLE,Computers,3.4,45
B0BLVDHSM8,"Keyboard Cover Design for 14"" HP EliteBook 840 845 G7 G8 2021 2020 New Notebook PC Model Accessories Keyboard Protective Skin -Hotblue",Computers,4.6,132
B003GTSHY8,"Neewer IR Remote controller for Canon EOS Rebel SL1/100D,T5i/700D, XSi/450D, XTi/400D, XT/350D, EOS Rebel/300D, EOS 30/33/30V, EOS 50/55,EOS 100, EOS 10, EOS 300V, EOS 300X, 300VQD, EOS IX, IXUS Jr/II/III, SURESHOT, ELAN7, Rebel T1 Date, Rebel T2 Date, Z180u, Z155, 120, 370Z, 370Z, G6, G5, G3, G2, G1,S70,S60, S1IS, Pro 1, Pro 90 IS",Camera & Photo,4.1,496
B001B9415O,Digital Innovations Micro Innovations Behind The Neck Multimedia Headset with Customizable Colors (MM780M),All Electronics,3.3,20
B07S2F1Y6W,DJI OSMO Action – Dual Touch Display Waterproof Digital Action Camera with 4K HD Video 12MP Photos Live Streaming Stabilization (64GB Memory),All Electronics,3.9,18
B0B1P56B9J,"LamToon 40Gbps USB4 Compatible with Thunderbolt 4 Cable, 100W Charging,40Gbps Data Sync, Short USB C Cable Supports 8K Display, Compatible with Thunderbolt 3 and USB C 3.1 for External SSD,Hub,Docking",All Electronics,4.4,85
B00H2GTXKS,PIONEER Electronics USA Internal Blu-Ray Writer (BDR-209DBK),Computers,4.5,711
B008YCZHC2,ATC 360 Degree Rotating iPad 2 Case (Green): Folio Convertible Cover Multi-angle Vertical and Horizontal Stand with Smart On/Off for the Apple iPad2,Computers,4.2,29
B01MRVGYVV,"Samsung Galaxy Tab A 7.0 Case (SM-T280),3in1 Heavy Duty Shockproof Armor Hybrid High Impact Resistant Defender Full Body Protective Cover with Built-in Screen Protector and Kickstand (Black)",Computers,4.1,188
B01M1G7LAB,Vivitar Listen Up Bluetooth Over Ear Headphones (Red),Home Audio & Theater,2.9,17
B0B6SFHKGG,"for iPad 10.2 inch Case iPad 9th Generation 2021/ iPad 8th Generation 2020/ iPad 7th Generation 2019 Case, with Rotating Kickstand Silicone Case for Girls Women Cute Tablet Cover (New Pattern Pink)",Cell Phones & Accessories,4.5,121
B08Y8QFQGM,occiam Wireless Earbuds Bluetoth Headphones 48H Play Back Earphones in Ear TWS Waterproof with Microphone LED Display for Sports Running Workout Green,All Electronics,4.3,586
B07K3BJRDQ,"Apple Watch Series 3 (GPS + Cellular, 42mm) - Silver Aluminum Case with White Sport Band",Apple Products,4.7,556
B0BF9M8DVH,TV Antenna - 4K HDTV TV Antenna Indoor with Signal Booster TV Antenna for Smart TV and All Older TV's,Home Audio & Theater,3.5,507
B00E4MYDTY,Max Keyboard Cherry MX Rubber O-Ring Switch Dampeners 50A - 0.4mm Reduction (130pcs),,4.5,148
B0B1S5LBRQ,"Beams MB3000 High Performance 500 Lumen Wireless Battery Powered Motion Sensing LED Dual Head Security Spotlight, Brown, 1-Pack",Amazon Devices,4.5,7290
B087M6WYHW,"Primeda Auidophile 2RCA Male to 2RCA Male Stereo Audio Cable,Gold Plated | 4N Oxgen-Free Copper Core (9 Feet (3M))",Industrial & Scientific,4.7,185
B09RTDQ8LZ,"WALI Single Monitor Stand, Adjustable Gas Spring Arm Monitor Mount for Display up to 32 Inch,19.8lbs Capacity (GSMP001W), White",Office Products,4.2,210
B07TN4XY63,"kitway Action Camera Accessories Kit Compatible with GoPro Max, HERO10/9/8/7/6/5/4/3+/3/2/1,EK7000/Wewdigi EV5000/DBpower N6/Crosstour, and More (32 in 1 Accessories)",Cell Phones & Accessories,4.5,1357
B00RU92JF8,Honeywell Intrusion IPCAM-WL,Camera & Photo,3.3,26
B000A2K40Y,Sony Bravia KLV-S32A10 32-Inch LCD WEGA HD-Ready Flat Panel Television,All Electronics,3.4,20
B07X8CFT5C,Vuze XR 3D VR & 360 Camera (White),All Electronics,3.9,309
B015NPX6F2,Beats Studio 2.0 WIRED Over-Ear Headphone NOT WIRELESS - Blue (Renewed),All Electronics,3.9,244
B000VXQZ96,Griffin Streamline Armband for iPod nano 3G (Black),Cell Phones & Accessories,4.2,59
B0007RPW22,Magellan eXplorist 400 Water Resistant Hiking GPS,Cell Phones & Accessories,3.7,30
B007LOUXM8,Mitsubishi WD-65638 TV Replacement Lamp with Housing,All Electronics,4.1,311
B09L1468KQ,"Tekk Carbon Fiber Stubby Antenna Compatible with Dodge Ram Trucks 1500 | 2500 3500 1994-2022 7.9 Inches Premium Flexible Rubber Designed for Enhance FM/AM Radio Signal Reception, BLACK,",Automotive,3.8,76
B0B71MB1JG,"Corsair MP600 PRO 2TB M.2 NVMe PCIe x4 Gen4 SSD (Up to 7,000MB/sec Sequential Read & 6,550MB/sec Sequential Write Speeds, High-Speed Interface, 3D TLC NAND, Built-in Heatspreader) Black",Computers,4.5,222
B07MZHRHV7,JBL Xtreme 2 Portable Waterproof Wireless Bluetooth Speaker - Red (Renewed),All Electronics,4.6,140
B000EPNES6,"Apple iMac Desktop with 20"" Display MA589LL/A (2.16 GHz Intel Core 2 Duo, 1 GB RAM, 250 GB Hard Drive, SuperDrive) (Discontinued by Manufacturer)",Computers,3.6,62
B087BK88B3,"RFAdapter CB Coax Cable 25ft, RG8x Coaxial Cable 25ft, UHF PL259 Male to Male Low Loss CB Antenna Cables, 50 Ohm for HAM Radio, Antenna Analyzer, Dummy Load, SWR Meter",Industrial & Scientific,4.7,326
B08SXQLGPB,"C2G HDMI Adapter, HDMI to HDMI Adapter, Rotating Connectors for Tight Spaces & Wall Mounted TVs, Blue, Cables to Go 40420",Home Audio & Theater,4.1,39
B098QBK41H,"HLHGR Airtag Wallet Case Holder,Slim Thin Card Case Holder for Apple AirTag Size of a Credit Card for Purse, Handbag, Clutch (Black)",Cell Phones & Accessories,4.5,1819
B00FMVBNLC,Olympus M.Zuiko 15mm f8.0 Body CapLens BLC-1580 for Micro Four Thirds Cameras (Silver),Camera & Photo,3.9,168
B07WRBZLCB,"Adepoy Compatible with Fitbit Charge 3 Bands/Fitbit Charge 4 Bands for Women Men, Adjustable Replacement Wristbands for Fitbit Charge 3 SE and Fitbit Charge 4, 3 Pack, Black, Navy, Gray, Large…",All Electronics,4.6,1298
B0B6RM14T1,"Aluminum Laptop Stand for Desk, Jueruo Ergonomic Laptop Riser Holder, Adjustable Notebook Computer Stand for MacBook, Dell XPS, HP, Samsung, Lenovo More 10-17"" Laptops (Silver)",All Electronics,4.6,21
B08LYKH4P6,"Motorcycle Helmet Chin Strap Mount with Non-Slip & Shockproof Design for GoPro Hero 9, 8, 7, (2018), 6 5 4 3, Hero Black, Session, Xiaomi Yi, SJCAM (Black)",Camera & Photo,4.3,338
B000T8CWFE,Logitech MX Air Rechargeable Cordless Air Mouse,All Electronics,3.5,116
B004I43MJ0,Panasonic HDC-SD90K 3D Compatible SD Memory Camcorder (Black) (Discontinued by Manufacturer),Camera & Photo,3.9,44
B0BMYB28V3,"TECLAST Laptop 15.6 Inch, 12GB DDR4 256GB SSD, Intel Quad Core i3-1005G1 (4M Cache, up to 3.4 GHz), Windows 11 Laptops Computer with IPS FHD 1080P Display, 5G/2.4Ghz WiFi, USB3.0, BT 4.2",Computers,4.0,223
B077CSNNPW,"Samsung Pro 2-in-1 12.3"" TouchScreen Chromebook - Intel Core - 4GB RAM - 64GB eMMC Flash Memory",Computers,4.2,28
B08PBQX47V,"Floodlight Camera,Solar Powered Security Camera Outdoor,10400mAh Rechargeable Battery Camera,IP65 Waterproof,Two Way Audio, PIR Motion Detection,Cloud Storage-Smart Life APP",Camera & Photo,3.5,258
B07XDYMFXB,"[Upgraded] Bluetooth Number Pad, Designed for Mac OS and Windows Users, Dual System Aluminum Rechargeable Wireless Numeric Keypad External Numeric Keyboard for MacBook, MacBook Pro/Air, Windows Laptop",Computers,4.1,119
B0BB29N1K4,"CAMCAMP 32GB Micro sd Card for Wireless Security Camera, Surveillance Camera",Camera & Photo,4.1,22
B019DUEDSM,3 Pack Hdmi Coupler Female to Female Connectors adapters,Computers,4.2,84
B07CJQV83G,T POWER 5FT Long 3 Prong TV Power Cord for LG LED LCD Smart 1080p HDTV 32LB5600 42LN5400 42LB5600 42LN5700 42LN5300 47LB5800 50LB5900 55LB5900 Heavy Duty AC Wall Plug Cable,Home Audio & Theater,4.6,315
B00BFO4XTO,XPAND X105-IR-X1 Rechargeable 3D Infrared Multibrand Glasses,Home Audio & Theater,4.0,76
B07WYJKB53,"ASC Premium 6x9 Front + 6+-Inch 6"" 6.5"" 6.75"" Rear Car Speaker Install Adapter Mount Bracket Plates w/Speaker Wire Connectors for Select GM GMC Vehicles- See Below for Compatible Vehicles",Car Electronics,4.4,158
B09X2VKPZ9,Link Dream 6 Pieces Replacement Ear Tips for AirPods Pro/AirPods Pro 2 Silicon Ear Buds Tips with Portable Storage Box Super Small (3 Pairs XS),All Electronics,4.4,168
B0BFVST3DL,"Case for iPad Air 5th Generation (2022) / iPad Air 4th Generation (2020) 10.9 inch, Multi-Stand Protective Cover with Pencil Holder Auto Sleep/Wake [Support 2nd Pencil Charging](Green)",Cell Phones & Accessories,4.6,700
B09164FSWJ,cute fashion mini pack bag Backpack for girls women (beige),,4.1,218
B001DQQBUS,"Digital Lifestyle Outfitters DLA57628/17 Action Jacket Neoprene Case for Zune 4GB, 8GB, or 16GB (Black)",Cell Phones & Accessories,3.1,18
B07W8GBNHL,"USB Type C Cable, Benicabe (2-Pack 6FT) USB C Fast Charger Nylon Braided USB A 2.0 to USB-C Charging Cable for Samsung Galaxy S10 S9 S8 Plus Note 10 9 8, Pixel, LG V30 G6, Moto Z and More(Blue&Red)",Computers,4.2,75
B09L16FNW8,"MoKo Case Fits Kindle Fire HD 8 & 8 Plus Tablet (10th Generation, 2020 Release),Slim Folding Stand Cover with Auto Wake/Sleep - Glitter Pink",Amazon Devices,4.5,3520
B0BD8BG5R6,"HCSOWD Case for iPad 6th/5th Generation Case 9.7 Inch, Magnetic Folio Stand, Auto Sleep/Wake Smart Protective Cover for iPad Pro 9.7/Air2 with Pen Holder and Card Slot, Red",Cell Phones & Accessories,4.3,86
B01M649Y3C,"Apple MN462ZM/A Smart Cover for iPad Pro 9.7"", Ocean Blue",Computers,4.1,64
B000TME35W,Samsung BD-P1400 1080p Blu-Ray Disc Player,All Electronics,3.6,217
B09XQPCRY7,"KingBlanc iPad 9th/8th/7th Generation Vegan Leather Case 2021/2020/2018 10.2-inch with Apple Pencil Holder, Auto Wake/Sleep, Multi-Angle Viewing Folio Stand, Shockproof Smart Cover Cases, Brown",Computers,4.7,189
B084GW6WQN,"2021 Ducks Wall Calendar by Bright Day, 12 x 12 Inch, Bird Water Fowl Animals",Office Products,4.8,119
B00MY0B2IS,MaxLLTo® USB Battery Charger +Data SYNC Cable Cord for Olympus Camera Tough TG-610 TG-850,Camera & Photo,4.3,113
B00AE1L388,Sensei 49mm Screw-in Metal Lens Cap,Camera & Photo,3.7,19
B088W82T36,"XAOSUN [10Gbps] USB C to USB Adapter (2 Pack), 3.1 USB C to USB A Adapter, Support Superfast Data Sync(OTG) & Fast Charging, Fit for MacBook Pro, MacBook Air, iPad Pro, Galaxy, Moto, Nintendo Switch",All Electronics,4.6,1434
B008EQ1YZW,Beats Solo HD Wired On-Ear Headphone - Pink (Discontinued by Manufacturer),Home Audio & Theater,4.4,214
B00FNK8UT0,"Philips SHO3305FIN/28 Philips O'Neil Cruz Headband Headphones, Pink",Home Audio & Theater,3.8,102
B095HF8Z2L,HAMIGAR 6x4ft Happy 11th Birthday Baner Backdrop - Level 11 Unlocked Birthday Decorations Party Supplies for Boys - Blue,Amazon Home,4.7,505
B015XKWJDW,"iPad Mini 1/2/3 Case, LittleMax(TM) PU Leather Flip Stand Cover [Card Holder] Case with Auto Sleep/Wake Function for Apple iPad Mini 1/2/3 [with Cleaning Cloth,Stylus Pen]-Bicycle House",Cell Phones & Accessories,3.1,18
B088ZPBS2H,"PLmuzsz iPhone Charger,MFi Certified 5 Pack(3+3+6+6+10ft) Durable High-Speed Charger Nylon Braided Cord Compatible iPhone Xs/Max/XR/X/8/8Plus/7/7Plus/6S/6S Plus/SE/iPad/Nan Black&White",Cell Phones & Accessories,4.1,1703
